#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
11424645|2021-06-06T18:34:31|45.340333|-121.691167|5.1|uw|NEIC PDE|uw|uw61731197|Ml|0.92|UW|WASHINGTON-OREGON BORDER REGION
11424575|2021-06-06T18:06:44|45.337667|-121.698167|5.01|uw|NEIC PDE|uw|uw61731182|Ml|0.9|UW|WASHINGTON-OREGON BORDER REGION
11424657|2021-06-06T16:41:40|45.3375|-121.696167|4.88|uw|NEIC PDE|uw|uw61731167|Ml|0.65|UW|WASHINGTON-OREGON BORDER REGION
11424653|2021-06-06T16:24:03|45.3075|-121.7385|3.21|uw|NEIC PDE|uw|uw61731162|Ml|0.41|UW|WASHINGTON-OREGON BORDER REGION
11424651|2021-06-06T16:07:03|45.3375|-121.687|5.19|uw|NEIC PDE|uw|uw61731147|Ml|0.82|UW|WASHINGTON-OREGON BORDER REGION
11424671|2021-06-06T15:43:48|45.340833|-121.695333|5.69|uw|NEIC PDE|uw|uw61731142|Ml|0.91|UW|WASHINGTON-OREGON BORDER REGION
11424666|2021-06-06T15:41:05|45.338833|-121.697|3.26|uw|NEIC PDE|uw|uw61731137|Ml|0.49|UW|WASHINGTON-OREGON BORDER REGION
11424665|2021-06-06T15:23:36|45.340667|-121.697167|3.3|uw|NEIC PDE|uw|uw61731132|Ml|0.76|UW|WASHINGTON-OREGON BORDER REGION
11424683|2021-06-06T14:03:39|45.330833|-121.704333|4.05|uw|NEIC PDE|uw|uw61731122|Ml|0.59|UW|WASHINGTON-OREGON BORDER REGION
11424676|2021-06-06T14:01:36|45.342333|-121.698333|3.11|uw|NEIC PDE|uw|uw61731117|Md|0.12|UW|WASHINGTON-OREGON BORDER REGION
11424688|2021-06-06T13:25:42|45.337833|-121.6875|5.27|uw|NEIC PDE|uw|uw61731107|Ml|0.7|UW|WASHINGTON-OREGON BORDER REGION
11424506|2021-06-06T13:17:08|45.336|-121.694667|4.83|uw|NEIC PDE|uw|uw61731097|Ml|1.01|UW|WASHINGTON-OREGON BORDER REGION
11424690|2021-06-06T13:15:03|45.338333|-121.696|3.52|uw|NEIC PDE|uw|uw61731102|Ml|0.75|UW|WASHINGTON-OREGON BORDER REGION
11424404|2021-06-06T12:52:48|45.344833|-121.691167|4.56|uw|NEIC PDE|uw|uw61731092|Ml|1.66|UW|WASHINGTON-OREGON BORDER REGION
11424706|2021-06-06T11:29:41|45.339167|-121.695|4.84|uw|NEIC PDE|uw|uw61501658|Ml|1.23|UW|WASHINGTON-OREGON BORDER REGION
11424705|2021-06-06T11:29:34|45.342167|-121.6915|4.16|uw|NEIC PDE|uw|uw61731087|Ml|1.0|UW|WASHINGTON-OREGON BORDER REGION
11424697|2021-06-06T10:18:04|45.336|-121.695167|5.08|uw|NEIC PDE|uw|uw61731077|Ml|0.5|UW|WASHINGTON-OREGON BORDER REGION
11424693|2021-06-06T10:10:37|45.341|-121.6855|4.52|uw|NEIC PDE|uw|uw61731072|Ml|0.69|UW|WASHINGTON-OREGON BORDER REGION
11424796|2021-06-06T09:00:38|45.341|-121.691333|4.84|uw|NEIC PDE|uw|uw61731057|Ml|0.81|UW|WASHINGTON-OREGON BORDER REGION
11424788|2021-06-06T08:45:29|45.342|-121.697|5.47|uw|NEIC PDE|uw|uw61731052|Md|0.2|UW|WASHINGTON-OREGON BORDER REGION
11424784|2021-06-06T08:20:56|45.341333|-121.689167|5.31|uw|NEIC PDE|uw|uw61731047|Ml|0.49|UW|WASHINGTON-OREGON BORDER REGION
11424182|2021-06-06T08:07:00|45.333667|-121.7065|3.76|uw|NEIC PDE|uw|uw61731042|Ml|1.6|UW|WASHINGTON-OREGON BORDER REGION
11425426|2021-06-06T08:01:53|45.34|-121.6915|5.35|uw|NEIC PDE|uw|uw61731037|Ml|1.33|UW|WASHINGTON-OREGON BORDER REGION
11425421|2021-06-06T07:58:56|45.337833|-121.699667|4.69|uw|NEIC PDE|uw|uw61731032|Ml|0.75|UW|WASHINGTON-OREGON BORDER REGION
11424802|2021-06-06T07:35:07|45.342|-121.688667|4.42|uw|NEIC PDE|uw|uw61731027|Ml|0.94|UW|WASHINGTON-OREGON BORDER REGION
11424491|2021-06-06T07:00:11|45.336833|-121.708833|4.2|uw|NEIC PDE|uw|uw61731017|Ml|1.17|UW|WASHINGTON-OREGON BORDER REGION
11425417|2021-06-06T06:58:39|45.343833|-121.690833|4.35|uw|NEIC PDE|uw|uw61731022|Ml|0.97|UW|WASHINGTON-OREGON BORDER REGION
11425415|2021-06-06T06:54:22|45.339167|-121.685333|5.22|uw|NEIC PDE|uw|uw61731012|Ml|1.47|UW|WASHINGTON-OREGON BORDER REGION
11424516|2021-06-06T06:46:08|45.353|-121.691333|4.57|uw|NEIC PDE|uw|uw61731007|Ml|1.02|UW|WASHINGTON-OREGON BORDER REGION
11425413|2021-06-06T06:37:16|45.345167|-121.695167|4.63|uw|NEIC PDE|uw|uw61731002|Ml|0.89|UW|WASHINGTON-OREGON BORDER REGION
11424496|2021-06-06T06:20:56|45.334167|-121.700333|5.69|uw|NEIC PDE|uw|uw61730997|Ml|1.1|UW|WASHINGTON-OREGON BORDER REGION
11425411|2021-06-06T06:18:34|45.339667|-121.694167|4.11|uw|NEIC PDE|uw|uw61730992|Ml|0.97|UW|WASHINGTON-OREGON BORDER REGION
11424098|2021-06-06T05:57:45|45.340833|-121.6895|4.91|uw|NEIC PDE|uw|uw61730987|Ml|0.9|UW|WASHINGTON-OREGON BORDER REGION
11424058|2021-06-06T05:07:45|45.334833|-121.6905|5.92|uw|NEIC PDE|uw|uw61730977|Ml|0.62|UW|WASHINGTON-OREGON BORDER REGION
11424050|2021-06-06T05:04:28|45.340833|-121.691|3.69|uw|NEIC PDE|uw|uw61730972|Ml|1.35|UW|WASHINGTON-OREGON BORDER REGION
11424016|2021-06-06T04:40:21|45.338|-121.695333|5.1|uw|NEIC PDE|uw|uw61730952|Ml|1.45|UW|WASHINGTON-OREGON BORDER REGION
11424015|2021-06-06T04:37:14|45.339667|-121.692833|5.26|uw|NEIC PDE|uw|uw61730947|Ml|1.39|UW|WASHINGTON-OREGON BORDER REGION
11424024|2021-06-06T04:31:41|45.339|-121.696167|5.1|uw|NEIC PDE|uw|uw61730942|Ml|0.95|UW|WASHINGTON-OREGON BORDER REGION
11424008|2021-06-06T04:28:34|45.343667|-121.694167|3.16|uw|NEIC PDE|uw|uw61730932|Ml|1.14|UW|WASHINGTON-OREGON BORDER REGION
11424010|2021-06-06T04:28:34|45.339167|-121.687|5.29|uw|NEIC PDE|uw|uw61730937|Ml|1.08|UW|WASHINGTON-OREGON BORDER REGION
11424013|2021-06-06T04:27:19|45.333667|-121.692833|6.16|uw|NEIC PDE|uw|uw61730922|Ml|1.04|UW|WASHINGTON-OREGON BORDER REGION
11424007|2021-06-06T04:21:29|45.337|-121.693|5.05|uw|NEIC PDE|uw|uw61730917|Ml|1.04|UW|WASHINGTON-OREGON BORDER REGION
11424002|2021-06-06T04:15:12|45.34|-121.692333|5.18|uw|NEIC PDE|uw|uw61730907|Ml|1.83|UW|WASHINGTON-OREGON BORDER REGION
11423996|2021-06-06T04:14:22|45.335667|-121.697833|5.63|uw|NEIC PDE|uw|uw61730902|Ml|1.86|UW|WASHINGTON-OREGON BORDER REGION
11424014|2021-06-06T04:12:03|45.328333|-121.681833|5.43|uw|NEIC PDE|uw|uw61730897|Ml|0.94|UW|WASHINGTON-OREGON BORDER REGION
11424025|2021-06-06T04:10:45|45.338833|-121.692667|3.92|uw|NEIC PDE|uw|uw61730892|Ml|0.95|UW|WASHINGTON-OREGON BORDER REGION
11424087|2021-06-06T04:08:35|45.342167|-121.712833|0.09|uw|NEIC PDE|uw|uw61501653|Mh|0.84|UW|WASHINGTON-OREGON BORDER REGION
11424004|2021-06-06T04:08:16|45.34|-121.691667|5.19|uw|NEIC PDE|uw|uw61730887|Ml|1.03|UW|WASHINGTON-OREGON BORDER REGION
11424000|2021-06-06T04:03:03|45.343667|-121.699833|5.11|uw|NEIC PDE|uw|uw61730882|Ml|1.13|UW|WASHINGTON-OREGON BORDER REGION
11424076|2021-06-06T04:02:00|45.3445|-121.684667|3.73|uw|NEIC PDE|uw|uw61501648|Md|0.61|UW|WASHINGTON-OREGON BORDER REGION
11424032|2021-06-06T04:01:43|45.339|-121.696667|4.57|uw|NEIC PDE|uw|uw61730877|Ml|0.84|UW|WASHINGTON-OREGON BORDER REGION
11423999|2021-06-06T03:59:39|45.339|-121.691167|5.21|uw|NEIC PDE|uw|uw61730867|Ml|1.43|UW|WASHINGTON-OREGON BORDER REGION
11424073|2021-06-06T03:59:17|45.34|-121.692667|4.53|uw|NEIC PDE|uw|uw61501643|Ml|1.53|UW|WASHINGTON-OREGON BORDER REGION
11424070|2021-06-06T03:58:42|45.341333|-121.688|4.66|uw|NEIC PDE|uw|uw61730862|Ml|1.64|UW|WASHINGTON-OREGON BORDER REGION
11423998|2021-06-06T03:57:29|45.342167|-121.691167|5.08|uw|NEIC PDE|uw|uw61730857|Ml|1.36|UW|WASHINGTON-OREGON BORDER REGION
11423979|2021-06-06T03:55:36|45.344167|-121.689167|4.98|us,uw|NEIC PDE|uw|us7000eaac,uw61730852|ML|2.4|us|WASHINGTON-OREGON BORDER REGION
11423978|2021-06-06T03:54:32|45.341|-121.688|5.1|uw|NEIC PDE|uw|uw61730847|Ml|1.97|UW|WASHINGTON-OREGON BORDER REGION
11423975|2021-06-06T03:51:37|45.342333|-121.6935|4.3|uw,ew,uw,us|NEIC PDE|uw|uw61730837,us7000eaa9,uw61730842,ew1622951498|Ml|3.94|UW|WASHINGTON-OREGON BORDER REGION
11423972|2021-06-06T03:37:02|45.345167|-121.690333|4.6|uw|NEIC PDE|uw|uw61730832|Ml|1.34|UW|WASHINGTON-OREGON BORDER REGION
11423973|2021-06-06T03:25:27|45.339333|-121.696667|4.75|uw|NEIC PDE|uw|uw61730827|Ml|1.41|UW|WASHINGTON-OREGON BORDER REGION
11423951|2021-06-06T02:45:50|45.3445|-121.6895|4.57|uw|NEIC PDE|uw|uw61730797|Ml|1.61|UW|WASHINGTON-OREGON BORDER REGION
11423934|2021-06-06T02:44:38|45.343333|-121.692|4.67|uw|NEIC PDE|uw|uw61730792|Ml|1.54|UW|WASHINGTON-OREGON BORDER REGION
11423976|2021-06-06T02:26:08|45.349167|-121.685|4.6|uw|NEIC PDE|uw|uw61730767|Ml|0.92|UW|WASHINGTON-OREGON BORDER REGION
11426599|2021-06-05T05:49:01|45.3055|-121.656333|6.78|uw|NEIC PDE|uw|uw61730372|Ml|0.82|UW|WASHINGTON-OREGON BORDER REGION
11421455|2021-06-01T06:16:39|45.308833|-121.741167|3.82|uw|NEIC PDE|uw|uw61738031|Ml|0.9|UW|WASHINGTON-OREGON BORDER REGION
