0.0,0
0.26031441944049044,0
0.520629340488711,0
0.780944763039878,0
1.0412606869833751,0
1.3015771122141504,0
1.5618940386271523,0
1.8222114661119024,0
2.08252939456335,0
2.3428478238763124,0
2.6031667539405814,0
2.8634861846509754,0
3.1238061159024473,17
3.384126547584523,24
3.6444474795921566,43
3.9047689118201685,63
4.165090844158358,63
4.425413276501545,87
4.685736208744688,110
4.9460596407773165,130
5.206383572496202,147
5.466708003790736,165
5.727032934556153,196
5.987358364687279,214
6.247684294073648,226
6.508010722610221,261
6.768337650191965,287
7.028665076708411,321
7.2889930020543945,332
7.549321426125147,368
7.809650348810075,383
8.069979770004144,414
8.330309689602323,446
8.590640107494153,475
8.85097102357447,522
9.11130243773851,553
9.371634349875682,600
9.63196675988096,615
9.892299667649317,673
10.152633073070298,724
10.412966976038737,803
10.673301376449887,867
10.933636274193152,941
11.193971669163513,981
11.454307561255947,1043
11.714643950360001,1143
11.974980836370658,1324
12.235318219182759,1393
12.495656098686128,1513
12.755994474775603,1628
13.016333347346174,1754
13.276672716287393,1789
13.537012581494244,1943
13.797352942861576,2113
14.057693800279209,2216
14.318035153641997,2413
14.57837700284493,2577
14.83871934777756,2796
15.099062188334878,2796
15.359405524411736,2768
15.619749355897966,2715
15.880093682688418,2842
16.14043850467809,2767
16.400783821756537,2647
16.661129633818756,2454
16.92147594075974,2454
17.181822742468913,2314
17.44217003884155,2160
17.702517829772496,1985
17.96286611515133,1868
18.22321489487304,1758
18.48356416883263,1596
18.743913936919533,1547
19.004264199029013,1473
19.264614955055944,1342
19.524966204889882,1278
19.785317948425835,1241
20.04567018555882,1209
20.306022916178247,1133
20.566376140179408,1123
20.82672985745717,1087
21.087084067901102,1045
21.34743877140802,1012
21.607793967867508,973
21.868149657174566,941
22.128505839224072,906
22.388862513905867,889
22.649219681114833,863
22.909577340745976,863
23.16993549268888,826
23.430294136838548,769
23.69065327308986,775
23.951012901332682,749
24.211373021461878,734
24.47173363337246,713
24.732094736954025,689
24.992456332101586,677
25.25281841871002,656
25.51318099666919,640
25.773544065873967,620
26.033907626219378,618
